id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
210066;00008/2021;00058;Pregão;477785;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:128 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE DE LEITURA 170 MB/S;UNIDADE;90;119;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;ESTADO DO PIAUI;981223 - PREF.MUN. DE URUCUI;Pregão Eletrônico -  Registro de Preços para eventual e futura contratação de empresa para aquisição de equipamentos, materiais e suprimentos de informática, para suprir as necessidades de todas as unidades da Prefeitura Municipal de Uruçuí/PI.;R$ 250;SISRP;INDILINX;05/07/2021;33479392000172;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;981223;2021;5;MATERIAIS;R$ 119
1937774;02560/2021;00001;Dispensa de Licitação;443472;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB 3.0, VELOCIDADE LEITURA:150 MBPS, CARACTERÍSTICAS ADICIONAIS:CAPA/CORPO PLÁSTICO CUSTOMIZADO/CONF. MODELO ÓRGÃO, TIPO:PEN DRIVE;UNIDADE;10;119;O. G. DA SILVA COMERCIO E SERVICOS DE INFORMATICA;UNIVERSIDADE FEDERAL DO PARA;153063 - UNIVERSIDADE FEDERAL DO PARA/PA;Contratação de pessoa jurídica especializada no fornecimento de materiais de consumo de tecnologia da informação para atender às necessidades do Programa de extensão (PROXIA).;-;SISPP;SEM MARCA;05/08/2021;15334477000180;Não Informado;MINISTERIO DA EDUCACAO;153063;2021;6;MATERIAIS;R$ 119
1801139;00256/2021;00002;Dispensa de Licitação;443472;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB 3.0, VELOCIDADE LEITURA:150 MBPS, CARACTERÍSTICAS ADICIONAIS:CAPA/CORPO PLÁSTICO CUSTOMIZADO/CONF. MODELO ÓRGÃO, TIPO:PEN DRIVE;UNIDADE;10;119;O. G. DA SILVA COMERCIO E SERVICOS DE INFORMATICA;UNIVERSIDADE FEDERAL DO PARA;153063 - UNIVERSIDADE FEDERAL DO PARA/PA;Contratação de pessoa jurídica especializada no fornecimento de materiais de consumo de tecnologia da informação para atender às necessidades do Programa de extensão PROXIA.;-;SISPP;MULTILEISER;04/08/2021;15334477000180;Não Informado;MINISTERIO DA EDUCACAO;153063;2021;6;MATERIAIS;R$ 119
551041;00002/2021;00005;Pregão;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;10;119,4;COMPUSET INFORMATICA LTDA;MINISTERIO PUBLICO DA UNIAO;590001 - CONSELHO NACIONAL DO MINISTERIO PUBLICO;Pregão Eletrônico -  Registro de preço para material de consumo de TI;R$ 122,45;SISRP;SANDISK;29/07/2021;65529489000139;Pequena Empresa;MINISTERIO PUBLICO DA UNIAO;590001;2021;5;MATERIAIS;R$ 119,4
1853483;00002/2021;00001;Dispensa de Licitação;374603;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;10;119,85;DIAMANTE COMERCIO BAZAR E SERVICOS LTDA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;153121 - INSTITUTO DE MATEMATICA DA UFRJ;O material de informática solicitado (dez pen drives) se refere à reposição do estoque do almoxarifado do Instituto de Matemática, que se encontra zerado, com a finalidade de atender às demandas das Seções Administrativas e atividades acadêmicas nas áreas de Graduação e Pós Graduação, eventualmente em 2021 ou a partir do primeiro trimestre de 2022.;-;SISPP;S/M;16/07/2021;07595520000133;Micro Empresa;MINISTERIO DA EDUCACAO;153121;2021;6;MATERIAIS;R$ 119,85
1934315;00060/2021;00006;Dispensa de Licitação;450532;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB 2.0, CARACTERÍSTICAS ADICIONAIS:CAPA/CORPO PLÁSTICO CUSTOMIZADO/CONF. MODELO ÓRGÃO, TIPO:PEN DRIVE;UNIDADE;3;120;R. AUGUSTO FRARI;COMANDO DO EXERCITO;160002 - 4. BATALHAO DE INFANTARIA DE SELVA/MES/AC;Aquisição de materiais de Tecnologia da Informação e Comunicação (consumo) do Cmdo Fron AC/4ºBIS.;-;SISPP;SM;06/08/2021;27582120000109;Pequena Empresa;MINISTERIO DEFESA;160002;2021;6;MATERIAIS;R$ 120
308710;00066/2021;00007;Pregão;412076;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:64 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE LEITURA: 45 MB/S;UNIDADE;16;122,82;TECNO SEG INFORMATICA E SEGURANCA DE DADOS LTDA;ESTADO DO RIO DE JANEIRO;985915 - PREF.MUN.DE TERESOPOLIS;Pregão Eletrônico -  Pregão Eletrônico Do Tipo Menor Preço Por Item Para Aquisição De Equipamentos De Áudio E Vídeo Para Assessoria De Comunicação Social.;R$ 257,18;SISPP;KINGSTON;26/10/2021;13345633000183;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;985915;2021;5;MATERIAIS;R$ 122,82
1501342;00001/2020;00129;Pregão;235465;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:128 MB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE ARQUIVOS;UNIDADE;20;123,71;SCORPION INFORMATICA  EIRELI;DEPARTAMENTO DE POLICIA FEDERAL;200390 - SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - PI;Pregão Eletrônico -  Registro de preços para eventual aquisição de materiais de consumo e ferramentas permanentes para atender às necessidades da Superintendência Regional de Polícia Federal no Piauí e da Delegacia de Polícia Federal em Parnaíba-PI.;R$ 147,1;SISRP;SANDISK;02/02/2021;04567265000127;Pequena Empresa;MINISTERIO DA JUSTICA;200390;2021;5;MATERIAIS;R$ 123,71
192396;00039/2021;00014;Pregão;465556;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:128 GB, TIPO CARTAO:MEMORY CARD, USO:CÂMERA FOTOGRÁFICA E FILMADORA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;2;141,74;SOLUTION COMERCIO & SERVICOS EIRELI;FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA;154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA;Pregão Eletrônico -  Material de processamento de dados, material para áudio, vídeo e foto.;R$ 500;SISPP;MULTIALSER;13/09/2021;25249082000133;Pequena Empresa;MINISTERIO DA EDUCACAO;154043;2021;5;MATERIAIS;R$ 141,74
1606499;00011/2021;00016;Pregão;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;2;143;DISAC COMERCIAL E SERVICOS EIRELI;MINISTERIO PUBLICO DA UNIAO;200200 - PROCURADORIA GERAL DO TRABALHO DF;Pregão Eletrônico -  Seleção de empresa para fornecimento de equipamentos de iluminação e acessórios de câmera fotográfica para atender às necessidades da Assessoria de Comunicação Social da Procuradoria Geral do Trabalho destinados à divulgação da atuação  institucional e de temas de interesse do Ministério Público do Trabalho, conforme especificações, condições e quantidades estabelecidas no Edital e seus anexos.;R$ 143;SISPP;SANDISK;14/06/2021;23879002000106;Micro Empresa;MINISTERIO PUBLICO DA UNIAO;200200;2021;5;MATERIAIS;R$ 143
228442;00030/2021;00109;Pregão;235465;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:128 MB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE ARQUIVOS;UNIDADE;20;147,85;PAPEL E CIA PRODUTOS DE PAPELARIAS EIRELI;ESTADO DO PARA;925611 - UNIVERSIDADE ESTADUAL DO PARA;Pregão Eletrônico -  Aquisição de material de CONSUMO para atender as necessidades das atividades do Centro Especializado em Reabilitação   CERIII, na OFICINA ORTOPÉDICA FIXA da Universidade do Estado do Pará.;-;SISPP;MULTILASE;05/11/2021;19518277000139;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;925611;2021;5;MATERIAIS;R$ 147,85
100629;00026/2021;00005;Pregão;397648;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:8 GB, TIPO CARTAO:SDHC, APLICAÇÃO:ARMAZENAR FOTOS, IMAGENS E DADOS;UNIDADE;15;148,8;M. C. F. DO NASCIMENTO;ESTADO DO MARANHAO;980146 - PREFEITURA MUNICIPAL DE CENTRO DO GUILHERME;Pregão Eletrônico -  Eventuais aquisições de equipamentos e materiais de informática para o Município.;R$ 347,78;SISRP;KINGSTON;21/09/2021;09089334000158;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;980146;2021;5;MATERIAIS;R$ 148,8
1873361;00016/2021;00006;Dispensa de Licitação;235465;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:128 MB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE ARQUIVOS;UNIDADE;3;149;CINECON DISTRIBUIDORA LTDA;COMANDO DO EXERCITO;160227 - 15ª COMPANHIA DE INFANTARIA MECANIZADO;Aquisição de materiais de tecnologia da informação e processamento de dados.;-;SISPP;PRÓPRIA;05/05/2021;18199200000180;Micro Empresa;MINISTERIO DEFESA;160227;2021;6;MATERIAIS;R$ 149
1905721;00245/2021;00002;Dispensa de Licitação;366539;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:4 GB, TIPO CARTAO:SD MEMORY CARD MMC, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;22;149,5;CARDIO SISTEMAS COMERCIAL E INDUSTRIAL LTDA;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155021 - HOSPITAL DAS CLÍNICAS DE MINAS GERAIS;Aquisição de acessórios aparelho holter.;-;SISPP;CARDIOS;01/10/2021;51961258000195;Outros;MINISTERIO DA EDUCACAO;155021;2021;6;MATERIAIS;R$ 149,5
1909107;00245/2021;00003;Dispensa de Licitação;412076;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:64 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE LEITURA: 45 MB/S;UNIDADE;6;149,5;CARDIO SISTEMAS COMERCIAL E INDUSTRIAL LTDA;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155021 - HOSPITAL DAS CLÍNICAS DE MINAS GERAIS;Aquisição de acessórios aparelho holter.;-;SISPP;CARDOIS;01/10/2021;51961258000195;Outros;MINISTERIO DA EDUCACAO;155021;2021;6;MATERIAIS;R$ 149,5
396000;00003/2021;00033;Pregão;477785;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:128 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE DE LEITURA 170 MB/S;UNIDADE;5;151,8;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;ESTADO DO PARA;462264 - ESCOLA DE GOVERNANÇA PÚBLICA DO ESTADO DO PA;Pregão Eletrônico -  Aquisição de Equipamentos de Tecnologia da Informação e Comunicação (TIC), Eletroeletrônica, cuja composição visa à estruturação e implantação do laboratório de inovação da Escola de Governança Pública do Estado do Pará.;R$ 242;SISPP;LEXAR;19/08/2021;33479392000172;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;462264;2021;5;MATERIAIS;R$ 151,8
1134598;00059/2021;00026;Pregão;453304;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:64 GB, TIPO CARTAO:SDXC;UNIDADE;73;159,47;TOPSELLER 7 BRASIL LTDA;UNIVERSIDADE FEDERAL DO PARANA;153079 - UNIVERSIDADE FEDERAL DO PARANA;Pregão Eletrônico -  Aquisição de itens de áudio e vídeo para atender a diversas unidades da Universidade Federal do Paraná.;R$ 217;SISRP;SANDISK;20/09/2021;41068389000194;Micro Empresa;MINISTERIO DA EDUCACAO;153079;2021;5;MATERIAIS;R$ 159,47
1286699;00007/2021;00027;Pregão;465556;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:128 GB, TIPO CARTAO:MEMORY CARD, USO:CÂMERA FOTOGRÁFICA E FILMADORA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;67;159,93;GYN COMERCIO DE PRODUTOS EM T.I EIRELI;COMANDO DA MARINHA;785810 - CENTRO DE INTEND.DA MARINHA EM RIO GRANDE;Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para eventual aquisição de material de informática, cartuchos e toners de impressora, e materiais de comunicação, em proveito do Centro de Intendência da Marinha em Rio Grande (CeIMRG) e suas Organizações Militares Apoiadas (OMAp) sediadas na cidade do Rio Grande/RS, da Delegacia Fluvial de Uruguaiana/RS e da Agência da Capitania dos Portos de Tramandaí, conforme condições, quantidades e exigências estabelecidas.;R$ 295;SISRP;ADATA;08/10/2021;30426527000143;Pequena Empresa;MINISTERIO DEFESA;785810;2021;5;MATERIAIS;R$ 159,93
260362;00004/2021;00007;Pregão;412076;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:64 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE LEITURA: 45 MB/S;UNIDADE;1;160;RAUL MUELLER SCHRAMM;ESTADO DO MARANHAO;462776 - INST. DE PROMOCAO E DEF. DO CID. E CONSUMIDOR;Pregão Eletrônico -  Aquisição de equipamentos audiovisuais, para atender o Instituto de Promoção e Defesa do Cidadão e Consumidor   PROCON-MA, conforme especificações descritas no Termo de Referência (Anexo I);R$ 192;SISPP;SANDISK;14/10/2021;33456016000162;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;462776;2021;5;MATERIAIS;R$ 160
14979;00093/2021;00015;Pregão;477785;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:128 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE DE LEITURA 170 MB/S;UNIDADE;2;160,96;QUALITY ATACADO EIRELI;ESTADO DE MINAS GERAIS;984637 - PREFEITURA MUNICIPAL DE ITABIRITO/MG;Pregão Eletrônico -  Registro de Preço para futura e eventual contratação de pessoa jurídica para fornecimento de acessórios de informática, periféricos, peças e ferramentas para apoio à manutenção em atendimento às demandas da Prefeitura Municipal de Itabirito.;R$ 1.680;SISRP;SANDISK;27/08/2021;15724019000158;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;984637;2021;5;MATERIAIS;R$ 160,96
565488;00007/2020;00066;Pregão;235465;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:128 MB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE ARQUIVOS;UNIDADE;8;168,51;BELCLIPS DISTRIBUIDORA LTDA;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188 - CONSELHO REGIONAL DE ENFERMAGEM DE M. GERAIS;Pregão Eletrônico -  Registro de Preços para futura e eventual Aquisição de Material de Expediente, conforme especificações do Edital e seus Anexos.;R$ 1.000;SISRP;MULTILASER;21/01/2021;25897729000133;Pequena Empresa;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188;2021;5;MATERIAIS;R$ 168,51
326333;00007/2020;00174;Pregão;235465;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:128 MB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE ARQUIVOS;UNIDADE;2;168,51;BELCLIPS DISTRIBUIDORA LTDA;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188 - CONSELHO REGIONAL DE ENFERMAGEM DE M. GERAIS;Pregão Eletrônico -  Registro de Preços para futura e eventual Aquisição de Material de Expediente, conforme especificações do Edital e seus Anexos.;R$ 1.000;SISRP;MULTILASER;21/01/2021;25897729000133;Pequena Empresa;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188;2021;5;MATERIAIS;R$ 168,51
76699;00004/2021;00014;Pregão;477785;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:128 GB, TIPO CARTAO:SDXC, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:VELOCIDADE DE LEITURA 170 MB/S;UNIDADE;10;169,08;MULTIMIX DISTRIBUIDORA LTDA;CONSELHO FEDERAL DE FARMÁCIA;927197 - CONSELHO REGIONAL DE FARMÁRCIA MA;Pregão Eletrônico -  Contratação de empresa para fornecimento de equipamentos e materiais de informática destinado ao Conselho Regional de Farmácia do Estado do Maranhão;R$ 169,08;SISRP;SANDISK 128GB;17/06/2021;38588648000101;Micro Empresa;CONSELHO FEDERAL DE FARMÁCIA;927197;2021;5;MATERIAIS;R$ 169,08
